Tweets,Sentiment_Score,Relative_Time,Continent_Code,Reach
.agata baby unhappy  it broke in the mail. but i read your letter  can't thank you enough. you are the best ,0,11,ASI,35
same unhappy ,0,5,ASI,20
she is! HAHA but I wanted to look like v unhappy ,0,6,ASI,18
unhappy  they look dead,0,7,ASI,17
Puta I know sorry isn't enough pero sorry padin unhappy ,0,8,ASI,46
mannn,0,9,ASI,47
 i want to go to an m's game unhappy ,0,10,ASI,1
unhappy   feeling bored,0,11,ASI,54
I wish i could sleep early unhappy ,0,12,ASI,7
I just hope I start getting the 1GB data per day from tonight!! unhappy ,0,13,ASI,53
Koalas are dying of thirst  and it's all because of us unhappy  ,0,14,ASI,38
i want to see you happy sad ,0,15,ASI,47
I just told them to bugger off and hung up! They waned access to my pc. If they phoned someone like my Gran ,0,16,ASI,31
my braces hurt unhappy ,0,17,ASI,37
Ohh welcome to CLXSSlC chanyeol oppa! Or should I call you with richard? Kalau jadi sayang gimana? unhappy ,0,18,ASI,0
we don%27t talk anymore like we used to do unhappy ,0,19,ASI,26
Claaaaaaaaaaaaasse ! ,0,20,ASI,25
What a pity! unhappy  Those were beautiful! But thank you for your answer!,0,21,ASI,68
Sciatica. What a monumental pain in the arse. unhappy ,0,22,ASI,121
This escalated quickly,0,23,ASI,18
 I'm aborting mission now have a nice day though x ,0,24,SAM,112
#NAME?,0,11,SAM,123
 rocks. next question - where is my astro unhappy  ?,0,2,SAM,91
Her back unhappy  ,0,3,SAM,79
No stream tonight! Throat is killing me. unhappy ,0,11,SAM,109
Me too...I won't miss the HGVs going past our house though. It was a nice looking building - had initiall ,0,5,SAM,30
Don't say that unhappy ,0,6,SAM,13
Summer's not in our school's vocabulary unhappy  We need air. Please tell ,0,7,SAM,3
An inspiration in all aspects: Fashion,4,19,ASI,69
 fitness,4,17,ASI,104
 beauty and personality. :)KISSES TheFashionIcon,4,15,ASI,43
Apka Apna Awam Ka Channel Frankline Tv Aam Admi Production Please Visit Or Likes  Share :)Fb Page :...,4,12,ASI,12
Beautiful album from  the greatest unsung guitar genius of our time - and I've met the great backstage,4,13,ASI,81
Good luck to Rich riding for great project in this Sunday. Can you donate?,4,14,ASI,115
Omg he... kissed... him crying with joy,4,15,ASI,33
happy anniv ming and papi!!!!! love love happy,4,12,ASI,12
thanks happy,4,13,ASI,9
C'mon Tweeps,4,14,ASI,69
 Join  vote for the singer! Do spread the word. :D,4,15,ASI,5
Thanks for the great review! smile,4,12,ASI,98
Yay another art raffle! Everything you need to know is in the picture :D,4,13,ASI,33
Hello I hope you visit Luxor its amazing city in Egypt pleas check,4,14,ASI,121
We got a Vive tracker in the office and our intern,4,15,ASI,23
 went to work.Don't get too excited,4,12,ASI,95
 this isn't,4,13,ASI,30
Take a look at favourites.io You can do this and more happy,4,14,ASI,17
Go back to school for music! I think I will in time happy,4,15,ASI,42
Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,4,12,ASI,34
thanks for being top influencers in my community last week happy,4,13,ASI,7
Share the love: thanks for being top new followers this week happy  Want this?,4,14,ASI,112
retweet this tweet if you want your to be included in the nhc scrapbook!! i'll be making something out of all of the usern,4,15,ASI,21
Happy 420 happy  pass it to your followers!,4,12,ASI,26
Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy,4,13,ASI,84
Great to work with you too such a lovely place! Thank you for havin,4,14,ASI,74
Nothing is ever as it seems. What looks bad today,4,15,ASI,65
 will be a blessing tomorrow happy  Keep your faith stirred up each day!,4,12,ASI,116
Mmmmmmmm love naughty wives smile,4,13,ASI,32
You deserve a vacation happy,4,14,ASI,50
Never known how hard it is until last to  days how to resist temptation to enter politics debates on social media happy  stood firm so far,4,15,ASI,37
Some summer salad inspiration for the BBQ smile,4,12,ASI,21
Hey thanks for being top new followers this week! Much appreciated happy  Want this ?,4,13,ASI,116
you should post this offer on this website happy,4,14,ASI,32
thanks for being top new followers - have a great week happy,4,15,ASI,12
I prefer it to sharm - enjoy it happy  Gouna 20km away is also quite nice - honestly anywhere away from crazy cairo is,4,12,ASI,33
Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,4,13,ASI,52
Hey thanks for being top new followers this week! Much appreciated happy,4,14,ASI,26
thanks for the recent follow. Much appreciated happy,4,15,ASI,16
Thanks Lala.. Much needed happy,4,12,ASI,120
Thanks for connecting We are passionate about  - hope you like our tweets happy,4,13,ASI,4
hey,4,14,ASI,17
 keep smiling happy,4,15,ASI,61
Said it yesterday... happy,4,12,ASI,57
We love that our bloggers love us so much happy  Thank you for such an amazing review The Perfect Glasses h,4,13,ASI,21
only way to make sense of those crazy edge cases is the idea of sharing revenue was offensive,4,14,ASI,15
 rather,4,15,ASI,58
Gentle reminder on our TP guidelines happy  please read and spread. Thank you. happy KISSES TheFashionIcon,4,24,ASI,2
keep being you,4,16,ASI,5
 cheeky :D,4,16,ASI,17
smile  So true. For someone who was being recognised for her contribution to fashion,4,3,ASI,16
 she might have dressed a bit better.,4,4,ASI,14
sounds like a lot of fun :D I like it,4,5,ASI,30
Oh,4,6,ASI,8
 Jin was spotted at Everland today. Nice to see them having a break after the US tour happy,4,7,ASI,32
There was nothing religious in it. is calling out sexism. I don't think I need to spell out my stand,4,8,ASI,55
Go back to school for music! I think I will in time happy,4,9,ASI,23
Theres only one thing I want to change about you . Your Last Name happy  ALDUBOnly,4,10,ASI,38
welcome brother  happy,4,16,ASI,45
Thanks for the recent follow Happy to connect happy  have a great Thursday.,4,12,ASI,37
SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,4,13,ASI,74
 DM us happy  S,4,14,ASI,45
Spending time with dogs or other animals is great at helping you to relax and de-stress. Great idea happy,4,15,ASI,71
My new video for happy  I hope you like ithappy,4,16,ASI,1
Got This interview poppin happy  $$$$$,4,17,ASI,32
Love your tweetability! We'd like to reach out to with an opportunity! Could you hit us with your email happy,4,18,ASI,12
Thanks for the recent follow Happy to connect happy  have a great Thursday.,4,19,ASI,33
uss,4,20,ASI,52
 I'll DM you half naked pictures happy,4,21,ASI,26
Evet happy,4,22,ASI,16
Well,4,23,ASI,120
 I hope it doesn't last too long and you at least get to enjoy the weekend. And happy birthday again happy,4,24,ASI,4
Excited about event next week in Bangalore!  come happy,4,16,ASI,17
Want to win a pet chick happy  Simply follow  retweet for your chance to win! Winners will be selected Sunday 23rd. Go,4,16,ASI,61
Top retweeters this week,4,3,ASI,57
 Thank you happy,4,4,ASI,21
dope!! that's a cool word. finally down with the hip young millenial memers smile,4,5,ASI,15
2nd Cousin Vlad !!!!! maybe thats a message from the Hockey G,4,6,ASI,58
Thanks for the recent follow Happy to connect happy  have a great Thursday. (Want this?,4,7,ASI,2
Earlier happy,4,8,ASI,5
Just win at weekend and it will be a late gift,4,9,ASI,17
 ok? :D,4,10,ASI,16
we finally got jinyoung to wipe it for jaebum himself but their precious son blocks it for the world to witness it,4,16,ASI,14
Here is question 18! Make sure to use in all your tweets  replies happy,4,12,ASI,30
And this credit also goes to Ik happy,4,13,ASI,8
My other accounts:them both or get rekt! :D,4,14,ASI,32
Hey thanks for being top new followers this week! Much appreciated happy,4,15,ASI,55
Les videre happy,4,16,ASI,23
clauditte,4,17,ASI,38
my friend is such an egg,4,18,ASI,45
congratulations David! Well done Mrs V! Welcome Jessica! happy,4,19,ASI,37
have you tried these new hacks?! **TRYING DUMB LIFE HACKS 17**,4,20,ASI,74
Keep tweeting team. Higher! Thank you for the efforts. :)KISSES TheFashionIcon,4,21,ASI,45
here are some very happy boys to brighten up your day happy,4,22,ASI,71
A huge thank you to all the within the Social Work  Care Sectors! Keep up the great work happy,4,23,ASI,1
Lunchtime with Flinthook! This game has so much personality :D,4,24,ASI,95
Ministers of PMLN are happy like those students who never studied for exams  luckily exams got delayed. They'll still ha,4,16,ASI,32
:D When mom is a bit tired,4,16,ASI,116
What we did after the climax shot happy,4,3,ASI,7
Miss Petite happy Thursday happy   looking forward to the weekend?,4,4,ASI,107
rt  quote with your name for a calligraphy of it happy  i'll try my best to make it pretty!! non mutuals/mutuals (ifb) fl,4,5,ASI,112
mutual: let's talk more!me: for sure!mutual:  happy  me:,4,6,ASI,33
I got TH will add sim ant as a possible thanks happy,4,7,ASI,81
If you want a friend in Washington,4,8,ASI,97
 get a dog. :D,4,9,ASI,123
Congrats Winner :D and it's Eyounji you did well my girl,4,10,ASI,76
Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?,4,16,ASI,91
Hi please rt my pinned post happy,4,12,ASI,40
The video will definitely be a 30 minute episode if not longer.,4,13,ASI,86
I would love to win these gorgeous nail polishes :D! Aren't they cute,4,14,ASI,116
Jae celebrating with Sheena Easton after the triumphant opening night of 42nd Street in the West End! happy,4,15,ASI,49
Happy belated birthday :)Another duet of you and Amaal is much needed,4,16,ASI,27
Your titties are fantastic. Kissy Kissy,4,17,ASI,75
Pls RT[NCT FIC] Love Song,4,18,ASI,68
Goodevening happy,4,19,ASI,121
Ministers of PMLN are happy like those students who never studied for exams  luckily exams got delayed. They'll still ha,4,20,ASI,18
Thanks for the retweets this week. Much appreciated happy   Want this,4,21,ASI,112
=Thumbnail UHC= This is my best render ever :Dand Favs are appreciated brosOpinios ?,4,22,ASI,123
Thanks again for notifying us! We have updated our add-on plans accordingly happy,4,23,ASI,91
Very cool! happy  surrounds you for a full recovery.,4,24,ASI,79
A nice morning working from today. Lovely atmosphere,4,16,ASI,109
 friendly service,4,16,ASI,30
 wifi,4,3,ASI,13
 comforting London fog.,4,4,ASI,3
I just did happy,4,17,ASI,69
Have a great day everyone happy,4,18,ASI,104
Kiera's Quest: Awakenings (Kiera's Quest  Book 1),4,19,ASI,43
Have you voted for The Wolf's Bite on Greenlight yet? happy  help us get Wolfie  Pigs on Steam!,4,8,ASI,12
Go back to school for music! I think I will in time happy,4,9,ASI,81
Here is a new thesis by another genius.Sir,4,10,ASI,115
 we loved to have reply by you. :D Now get lost .,4,16,ASI,33
your birthday isn't for another for hours for me,4,12,ASI,12
 but happy birthday hoe! have a good day,4,13,ASI,9
 i love you i guess happy,4,14,ASI,69
Its hard to see your best friend with another girl happy,4,15,ASI,5
The offer still going happy,4,16,ASI,98
If you can't be there for someone at their worst then you don't deserve to be there at their best :)KISSES TheFashionIcon,4,17,ASI,33
Demit the gocoh game is real crying with joy,4,18,ASI,121
Found use for the sewable LED holder happy,4,19,ASI,23
Select from 14 award-winning Laura Taylor romance ebooks,4,20,ASI,95
So excited for the things coming in the future happy  things are going great,4,21,ASI,30
you guys are entertaining and insightful... and one of the reasons i have been really enjoying LPL a lot more this season :D,4,22,ASI,17
Thats how it sounds like at superbooth happy,4,23,ASI,42
i want to learn the choreo but my ugly body says no crying with joy,4,24,ASI,34
Share the love you're top engaged community members this week! Much Appreciated happy,4,16,ASI,7
Hi Kylie,4,16,ASI,112
 looking forward to you visiting! You've picked a great day too,4,3,ASI,21
 the sun is shining happy,4,4,ASI,26
Ok. Just please read the replies on this....,4,17,ASI,84
THIS RIGHT HERE.aren't you happy you don't have [x]???NO. BECAUSE I'M STILL HERE IN THIS 'CONDITION' WITH NO I,4,18,ASI,74
To all FLA members and officers who are going to Cebu tomorrow silence  Godbless piss off mga ante and angkol!  happy,4,19,ASI,65
for every like ill post an answer smile,4,8,ASI,116
Maybe not a band but we can definitely collab! Hi my name is Philip  happy,4,9,ASI,32
LEGO_Group: LegoThursdays JokerSquad_SWG LEGOLANDWindsor Sounds like you had lots of fun! happy,4,10,ASI,50
a friend who would like a BRAND NEW Strapback hats only 14.99 at,4,11,ASI,37
yes you had smile,4,12,ASI,21
mata_tytan: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANN,4,13,ASI,116
First attempts of bird photography. :-)Passer domesticus. How surprising. wink,4,14,ASI,32
People who don%27t know me always think I am quiet. People who do know me. wish I was :)KISSES TheFashionIcon,4,15,ASI,12
Love you too P!,4,16,ASI,33
RT: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeBackPH TMI,4,17,ASI,52
oh yes happy,4,18,ASI,26
Hey Robert Rolih thanks for the follow! What does coastal living mean to you? Reply with photo :D,4,19,ASI,16
Have you ever been to AUSTRALIA! :D Love your vids. Lovo on youtube :D,4,20,ASI,120
OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY,4,21,ASI,4
In other words they never missed articles happy,4,22,ASI,17
IF THE BELOW TWEET HITS 1000 IS GETTING RIAN HOLDING THE STICKER TOO!!! Click the below tweet  SM,4,23,ASI,61
Bill Nye Answers Science Questions From Twitter | WIRED,4,17,ASI,57
How are you doing today? happy,4,17,ASI,21
We're ready for our next fire lighting session at - we have a few keen early birds here already smile,4,17,ASI,15
Go Kisses!!...  I know you can do it..,4,17,ASI,58
If this gets 70rts I will giveaway 5 minecraft accounts and an origin account randomly to people who retw,4,17,ASI,2
Hi Mr. Yen! Will you be doing any signings in New York some day? Your a great role model happy,4,17,ASI,5
it's just a cut during one of my kitchen experiments happy,4,17,ASI,17
Wow i just made a JS compressor that actually checks scoped variables existing. Turns out i have a few issues happy  Linters may be useful happy,4,17,ASI,16
This week Marilyn pops by and get's down and dirty  happy  Cum see!,4,17,ASI,14
loool i'm mad avoid me today :D,4,17,ASI,30
You're welcome Thomas happy  Kim,4,17,ASI,8
 Look at this happy,4,17,ASI,32
He didn't play for a year,4,17,ASI,55
 so I'm super impressed he's got his musical mojo back! Thank you so much happy,4,17,ASI,23
Watch this MayWard Fam!,4,17,ASI,38
I was thinking the same. Our i know is so cute happy,4,17,ASI,45
SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,4,17,ASI,37
 DM us happy  S,4,17,ASI,74
Mythbuster/20 happy,4,17,ASI,45
Aha it's okay  she's going to be on Rough Night happy,4,18,ASI,71
Company photoshoot with our fabulous photographer happy  Look at this determination (concrete shoes) to get,4,18,ASI,1
Perfect,4,18,ASI,32
 this worked out beautifully. If you redesign the import page to suit the whole application would mak,4,18,ASI,12
Hey,4,18,ASI,33
 have a great day today happy,4,21,ASI,52
Come volunteer at The Abbeydale Picture House! Next Wednesday...,4,21,ASI,26
Should have had Farnell Fursday isn%27t it happy  all meet up at Tax and Pounds happy,4,21,ASI,16
Here's one of my rolls of 'Poundland' film! (A store that sells all products at 140.) And here's the DX d,4,21,ASI,120
Thanks for the recent follow Happy to connect happy  have a great Thursday.,4,18,ASI,4
thanks :D,4,18,ASI,17
Love them! Can I get some? smile,4,18,ASI,61
OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY,4,18,ASI,57
Spending my night talking to my beloved ???Perfect.I LOVE YOU MAN! happy,4,18,ASI,21
.Is the winner of the donation giveaway,4,18,ASI,15
 answer this with yoyour steam trade link and ill send you right away :D,4,18,ASI,58
for the recent follow. Much appreciated happy  Want this?,4,20,ASI,2
I think I'm probably beyond repair by the sounds of tea etiquette happy,4,20,ASI,5
.- layout- btob happy,4,20,ASI,17
i am if you're still looking for one happy,4,20,ASI,16
Sydney tomorrow,4,20,ASI,14
 Byron in 3 weeks,4,20,ASI,30
 Hobart in 7 weeks. Lots to look forward to happy,4,20,ASI,8
I hit that,4,20,ASI,32
 new job starts in to  weeks! :D,4,20,ASI,55
Why do people on the internet have to be such asses annoyance  Here's some positivity for you. I love your art!!! :D It's so pretty!!,4,20,ASI,23
The best community gathering coming up! We're full,4,19,ASI,38
 but here's how you can be a part of this happy,4,19,ASI,45
mutual: let's talk more!me: for sure!mutual:  happy  me:,4,19,ASI,37
Happy birthday Megan happy,4,19,ASI,74
Just wandering around,4,19,ASI,45
 popping into a store,4,19,ASI,71
 owner told me about it (as in article) smile,4,19,ASI,16
Did you see this one? happy  Transitional Piece // Chiffon Dress,4,19,ASI,14
Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,4,19,ASI,30
Thank you crew happy,4,19,ASI,8
a little video i made for the love of my life,4,19,ASI,32
